loan_amount,loan_maturity_days,interest_rate,borrower_type,age,credit_score,employment_years,defaulted
22750.60502,35,0.254585934,Freelancer,52,689,2,0
18500.90276,37,0.273955353,Freelancer,33,514,15,0
19612.34948,61,0.28398982,Freelancer,36,310,16,0
29153.74209,48,0.29112909,Gig Worker,35,753,12,0
27132.25522,61,0.284015958,Gig Worker,51,710,5,0
31646.99876,48,0.261037721,Gig Worker,34,408,6,0
15065.63744,53,0.260153797,Gig Worker,50,326,8,0
19597.65902,53,0.25,Gig Worker,31,715,4,0
27312.87187,85,0.25,Freelancer,52,648,4,0
25136.54839,46,0.25,Small Merchant,22,588,14,0
32726.66268,85,0.303230439,Small Merchant,30,816,3,0
24943.75694,85,0.294205571,Gig Worker,24,785,9,0
34936.76373,47,0.291065563,Freelancer,46,564,8,0
25780.12461,41,0.275545698,Gig Worker,35,524,6,0
29435.17213,70,0.279169868,Freelancer,54,649,14,0
19735.39537,52,0.274626052,Gig Worker,59,388,18,0
22100.01048,85,0.25,Freelancer,35,402,9,0
28376.61083,77,0.292953734,Small Merchant,35,629,6,0
33290.84719,47,0.297053579,Freelancer,41,424,2,0
27104.65865,45,0.256993391,Small Merchant,23,603,2,0
21417.7976,45,0.256975048,Freelancer,51,382,19,1
31641.34521,65,0.287035344,Gig Worker,46,566,17,0
10000,52,0.286858975,Small Merchant,34,700,12,0
12044.35849,51,0.294653518,Freelancer,38,685,11,0
26771.43957,68,0.308271461,Small Merchant,45,660,16,0
22098.75849,62,0.258841788,Freelancer,34,356,16,0
26238.59556,53,0.278360108,Small Merchant,29,676,10,0
22450.85266,90,0.259989612,Small Merchant,53,486,16,0
25996.61986,84,0.261430175,Freelancer,57,778,19,0
16299.18025,90,0.271404071,Small Merchant,45,636,16,0
25993.4026,49,0.308807119,Freelancer,27,393,18,0
28960.9017,62,0.302096365,Freelancer,35,786,6,0
30543.85423,60,0.278503531,Freelancer,48,697,18,0
36094.88006,69,0.25,Freelancer,51,820,1,0
23708.6891,87,0.287855564,Gig Worker,40,820,9,0
23917.37761,84,0.287393443,Gig Worker,51,412,5,0
11337.79275,37,0.261328128,Small Merchant,31,421,15,0
18280.12019,39,0.296613928,Freelancer,58,685,7,0
20648.42548,30,0.260943521,Small Merchant,29,641,3,0
29352.23687,50,0.29655478,Freelancer,25,762,19,0
17722.99213,54,0.284821308,Freelancer,56,681,10,0
27574.38014,61,0.250803702,Small Merchant,37,455,17,0
21988.64798,82,0.272770469,Small Merchant,50,427,14,0
20759.82319,90,0.282893028,Small Merchant,54,342,15,0
23742.25778,75,0.28600316,Gig Worker,22,680,7,0
19261.90539,75,0.300663543,Freelancer,24,574,16,0
18996.73926,39,0.303155479,Freelancer,53,688,1,0
10066.49866,89,0.275227504,Gig Worker,52,322,16,0
20264.32055,80,0.291186437,Gig Worker,55,683,14,0
18640.22298,86,0.312158719,Freelancer,29,428,19,0
18388.13307,90,0.259626714,Gig Worker,22,710,6,0
24918.11144,77,0.267840796,Small Merchant,30,580,10,0
26610.42367,38,0.25,Small Merchant,22,481,18,0
23625.36153,49,0.267371355,Freelancer,47,527,5,0
28967.90633,77,0.284115629,Gig Worker,47,380,17,0
26028.93348,49,0.25,Freelancer,28,580,8,0
19934.60667,88,0.2887409,Freelancer,45,473,15,0
18760.006,69,0.270553113,Small Merchant,48,658,12,0
24189.75566,36,0.278746525,Gig Worker,29,674,7,0
26016.36977,40,0.25662256,Small Merchant,46,354,16,0
31784.91015,50,0.277954784,Freelancer,51,630,13,0
30338.21131,67,0.313583993,Small Merchant,37,686,8,0
18209.68895,76,0.272003917,Freelancer,37,447,5,0
21285.95604,48,0.25,Small Merchant,41,642,15,0
26697.12463,75,0.304275446,Freelancer,36,496,2,0
29475.98445,44,0.290848957,Freelancer,44,423,1,0
28572.78628,35,0.281880856,Freelancer,45,632,7,0
21552.85517,90,0.291361043,Freelancer,24,783,3,0
13221.84143,85,0.281650323,Gig Worker,28,753,11,0
15007.44537,39,0.312865325,Small Merchant,43,648,0,0
23908.4346,75,0.295039991,Freelancer,26,752,16,0
24395.57906,45,0.270871505,Gig Worker,39,378,17,0
14309.24439,74,0.309839099,Small Merchant,27,307,16,0
22311.98728,40,0.316399697,Gig Worker,38,672,15,0
26418.5705,86,0.298207279,Freelancer,54,848,2,0
13941.4134,64,0.288138592,Small Merchant,44,756,8,0
29734.98041,37,0.262918062,Freelancer,36,569,11,0
19357.28196,57,0.29371318,Gig Worker,58,731,6,0
30803.29179,32,0.287760524,Small Merchant,44,525,5,0
18265.83288,31,0.279463944,Freelancer,54,622,10,0
14813.62162,82,0.293985363,Small Merchant,58,719,5,0
18793.04107,43,0.281741151,Freelancer,58,634,16,0
21333.96314,81,0.290975661,Freelancer,21,421,9,0
19280.64065,58,0.300716576,Freelancer,35,775,2,0
20487.99005,82,0.25337811,Small Merchant,33,536,18,0
24337.75605,83,0.259506492,Small Merchant,48,681,2,0
20801.74441,76,0.261755563,Freelancer,58,703,1,0
21537.21324,32,0.318800188,Freelancer,21,688,19,0
10035.41521,30,0.292669495,Freelancer,29,746,0,0
24741.88611,44,0.294532384,Gig Worker,21,492,17,0
21375.57692,49,0.302588761,Small Merchant,46,760,7,0
33272.05086,51,0.259066912,Small Merchant,32,409,18,0
15423.04383,63,0.25,Small Merchant,21,513,4,0
10000,79,0.278742757,Gig Worker,33,762,9,0
26326.47946,62,0.297951439,Freelancer,36,814,8,0
24425.68913,38,0.276048141,Freelancer,57,301,17,0
14940.96886,32,0.252601234,Gig Worker,55,695,18,0
11291.75731,31,0.261895443,Gig Worker,53,643,4,0
32761.77711,33,0.25641484,Small Merchant,48,509,10,0
31898.77273,45,0.267752711,Freelancer,42,357,19,0
10000,83,0.256812391,Freelancer,42,783,0,0
18792.4388,62,0.28293558,Gig Worker,35,412,11,0
33649.34438,38,0.269048372,Small Merchant,26,784,5,0
18667.5621,86,0.292668645,Small Merchant,20,370,19,0
18565.71436,69,0.260470441,Freelancer,38,782,11,0
20020.68471,67,0.285106938,Small Merchant,52,344,11,0
14153.72118,81,0.279248017,Gig Worker,53,841,2,0
10066.56979,47,0.287920579,Freelancer,20,503,14,0
29367.83118,45,0.290734272,Freelancer,31,775,10,0
10000,37,0.292872893,Gig Worker,44,539,9,0
23730.90016,52,0.296615143,Gig Worker,42,742,15,0
28206.05645,89,0.29084582,Gig Worker,44,546,11,0
11841.41591,65,0.28595732,Gig Worker,50,753,15,0
15530.12118,32,0.266665526,Freelancer,43,453,4,0
30492.25432,44,0.297014741,Freelancer,29,849,17,0
25730.24204,67,0.266062316,Small Merchant,21,765,9,0
17679.00005,62,0.274161734,Gig Worker,52,524,5,0
30415.74302,47,0.262766936,Gig Worker,56,541,13,0
30445.75006,52,0.262350373,Freelancer,42,756,13,0
23883.36885,72,0.273659971,Freelancer,21,791,8,0
15698.8784,32,0.27533942,Freelancer,23,752,15,0
19105.85908,59,0.263728887,Freelancer,42,834,12,0
24004.70721,74,0.280439265,Gig Worker,57,798,13,0
20679.8362,46,0.283135214,Small Merchant,42,492,10,0
28572.70025,79,0.269102422,Freelancer,31,453,1,0
11291.58144,87,0.325792783,Small Merchant,43,765,19,0
11540.1553,87,0.286653966,Small Merchant,48,314,19,0
23266.09778,61,0.282365298,Freelancer,47,749,18,0
18559.1891,75,0.266480881,Gig Worker,34,378,11,0
17610.6597,86,0.282756837,Freelancer,29,310,16,0
10000,36,0.284816053,Gig Worker,53,538,8,0
22136.82091,68,0.279930514,Freelancer,48,496,10,0
21630.71424,43,0.30837302,Freelancer,50,460,11,0
26574.35287,87,0.25,Gig Worker,42,798,2,0
22482.34293,85,0.272392414,Freelancer,37,471,16,0
21071.77145,44,0.294276708,Freelancer,26,434,5,0
30239.00446,73,0.262066747,Freelancer,46,525,3,0
12812.72888,41,0.25,Gig Worker,28,568,12,0
25754.72453,37,0.269622203,Small Merchant,39,331,16,1
10301.96985,45,0.300878723,Freelancer,40,594,9,0
16131.46684,70,0.262540801,Freelancer,47,618,19,0
13511.40007,63,0.272871466,Gig Worker,22,831,17,0
27473.59775,75,0.288429641,Freelancer,29,827,13,0
21542.12836,53,0.268413942,Gig Worker,36,457,15,0
21905.47729,85,0.271200977,Freelancer,54,404,18,1
14252.86909,58,0.266958995,Small Merchant,40,656,14,0
19902.14553,45,0.268644412,Gig Worker,28,633,12,0
16655.74288,34,0.25674129,Freelancer,36,661,1,0
24684.1851,34,0.274854327,Gig Worker,51,348,8,0
15062.36205,81,0.301284676,Gig Worker,57,675,12,0
31308.56056,59,0.311656185,Freelancer,47,789,11,0
10270.93685,82,0.304996306,Freelancer,37,432,0,0
16354.36117,79,0.282753913,Freelancer,25,598,12,0
33740.40357,79,0.313177001,Gig Worker,25,496,7,0
18954.02876,34,0.326057189,Freelancer,36,318,3,0
12795.84935,72,0.283625556,Gig Worker,29,672,10,0
23533.50094,42,0.260188713,Small Merchant,21,453,5,0
18672.2543,64,0.306238732,Small Merchant,52,493,12,0
16148.90821,78,0.255930293,Gig Worker,44,697,19,0
14328.90432,54,0.262269825,Gig Worker,57,735,4,0
41378.61524,79,0.25,Gig Worker,20,687,12,0
20239.1367,43,0.294548267,Small Merchant,35,634,16,0
10000,73,0.25,Freelancer,45,705,18,0
32455.96831,75,0.299857022,Freelancer,31,667,18,0
26277.49634,55,0.316188846,Freelancer,28,789,0,0
16634.73498,47,0.314555521,Gig Worker,32,747,3,0
15468.16638,49,0.25468358,Freelancer,26,808,1,0
26714.30957,63,0.25,Freelancer,20,827,11,0
20271.57171,36,0.267150296,Gig Worker,50,399,0,0
10000,76,0.297583844,Small Merchant,54,796,11,0
34510.67975,89,0.304075773,Small Merchant,43,792,12,0
18962.06676,39,0.29328999,Small Merchant,22,738,5,0
32469.00216,44,0.290560106,Freelancer,38,577,6,0
30949.04471,46,0.327220099,Small Merchant,23,677,19,0
14992.93319,40,0.270439117,Small Merchant,47,587,4,0
29232.32905,63,0.264440495,Small Merchant,49,727,8,0
17439.90215,56,0.256217384,Gig Worker,55,628,12,0
10000,50,0.288659318,Freelancer,23,332,13,0
19027.81284,60,0.276408978,Freelancer,42,419,7,1
24783.46251,79,0.296499581,Small Merchant,30,396,15,0
18760.84346,86,0.270989012,Freelancer,23,685,13,0
19850.66161,33,0.292575642,Freelancer,30,313,17,1
30004.96231,70,0.272322876,Gig Worker,43,616,9,0
22745.45786,88,0.276745903,Freelancer,39,620,18,0
16096.91182,89,0.278640196,Small Merchant,36,385,15,0
26914.21227,78,0.25,Freelancer,32,841,8,0
23383.72897,46,0.277200304,Freelancer,36,582,0,0
10000,78,0.291242856,Small Merchant,34,363,8,0
24998.4704,77,0.260237768,Freelancer,23,379,13,0
24742.80095,49,0.318202454,Small Merchant,37,693,6,0
22140.84791,54,0.280097715,Gig Worker,28,649,10,0
28241.90407,69,0.267463956,Gig Worker,22,510,19,0
17293.24491,52,0.26685492,Freelancer,46,702,6,1
24355.49852,44,0.307410231,Gig Worker,37,670,9,0
11031.2844,62,0.263503864,Freelancer,36,398,18,0
24849.63268,48,0.285961943,Small Merchant,29,566,1,0
35671.41787,86,0.297660723,Freelancer,56,351,1,0
15036.00553,44,0.291084315,Freelancer,48,421,15,0
16681.38508,70,0.268746454,Small Merchant,24,331,11,0
17029.8919,34,0.296784435,Gig Worker,25,635,7,0
22909.98758,45,0.283115529,Gig Worker,59,767,9,0
14558.74609,89,0.25,Gig Worker,54,591,14,0
24948.73165,74,0.304465312,Freelancer,24,730,15,0
27927.87962,77,0.267728284,Freelancer,34,470,3,0
25740.43049,61,0.276487925,Small Merchant,46,667,4,0
10000,51,0.286189308,Freelancer,58,607,16,0
28966.17366,72,0.269362161,Freelancer,52,367,9,0
28561.5719,61,0.295138154,Gig Worker,43,432,3,0
27811.12961,42,0.257923191,Freelancer,40,382,0,0
24609.89574,67,0.26851239,Small Merchant,21,475,0,0
23541.3252,55,0.304514464,Gig Worker,38,411,6,1
29226.72579,81,0.28050554,Small Merchant,37,654,2,0
35464.59441,46,0.258863716,Freelancer,29,490,15,1
15328.71676,34,0.281574564,Freelancer,56,561,15,0
29546.87777,90,0.288033075,Small Merchant,42,638,14,0
21396.48031,78,0.25,Freelancer,20,719,10,0
21092.28864,62,0.313085685,Gig Worker,25,347,17,1
11244.28517,56,0.315788071,Small Merchant,20,419,19,0
20006.47413,34,0.282400015,Gig Worker,37,683,7,0
15019.14529,66,0.275998367,Gig Worker,46,628,5,0
18753.01899,36,0.280458882,Freelancer,59,843,17,0
14312.69531,77,0.29786102,Small Merchant,57,384,7,0
18857.64129,47,0.289052187,Freelancer,36,316,19,1
19157.2275,60,0.284784564,Small Merchant,45,835,16,0
22677.28443,35,0.307646602,Freelancer,32,683,4,0
10696.75096,31,0.302618776,Small Merchant,29,381,2,0
11881.37297,42,0.260801726,Gig Worker,57,817,18,0
24533.3999,71,0.297747917,Freelancer,45,405,6,0
16417.93318,82,0.303032412,Gig Worker,50,446,11,1
29521.70853,81,0.285565194,Freelancer,42,307,0,0
23576.88805,40,0.291980668,Freelancer,39,573,2,0
26247.33505,55,0.273851238,Freelancer,42,810,9,0
31874.84624,50,0.255911595,Small Merchant,46,337,5,0
19832.02432,31,0.317745571,Freelancer,34,813,15,0
17978.59306,69,0.25321076,Small Merchant,57,523,13,0
28101.9181,85,0.313625175,Freelancer,30,432,7,1
25566.59495,83,0.278695019,Gig Worker,27,661,5,0
20688.68783,80,0.304948793,Small Merchant,33,520,10,0
31740.20577,49,0.28045832,Small Merchant,32,381,3,0
20514.28983,46,0.298748216,Freelancer,41,695,7,0
22229.41546,45,0.288977089,Gig Worker,53,484,4,0
22148.55856,86,0.266612468,Freelancer,20,548,9,0
15457.84274,71,0.282682392,Freelancer,56,582,11,0
22543.09773,34,0.277141392,Small Merchant,51,736,16,0
31777.32124,43,0.292859609,Freelancer,30,551,19,0
25114.77821,53,0.282830824,Freelancer,29,671,10,0
22217.44398,80,0.285723138,Freelancer,49,600,19,0
20867.62903,33,0.25948257,Freelancer,31,633,11,0
24316.0692,81,0.254437362,Freelancer,53,623,11,0
27248.3664,77,0.281412557,Small Merchant,44,335,16,0
26264.67182,53,0.283631042,Freelancer,55,758,19,0
19676.94597,76,0.258968654,Gig Worker,23,529,4,1
24273.47116,89,0.291431131,Small Merchant,40,582,16,0
25359.57819,38,0.292300892,Gig Worker,49,464,4,0
14949.63509,32,0.283122671,Small Merchant,57,838,12,0
23177.61379,84,0.280314772,Gig Worker,31,631,13,0
10000,38,0.254650062,Gig Worker,58,474,7,0
25377.73597,47,0.254314732,Freelancer,44,375,13,0
26622.40138,65,0.287894179,Small Merchant,38,739,5,0
27232.82288,48,0.263439574,Small Merchant,21,427,6,0
19234.67203,53,0.264844738,Gig Worker,41,811,9,0
24163.32785,33,0.285575743,Freelancer,49,697,16,0
31967.67692,38,0.32075305,Gig Worker,55,577,5,0
31896.38754,62,0.272051178,Gig Worker,22,630,2,0
21795.79111,30,0.321013573,Small Merchant,42,659,18,0
22975.23742,81,0.278474874,Gig Worker,23,739,18,0
29776.37801,80,0.291277064,Gig Worker,47,401,2,0
11494.38589,64,0.299194324,Gig Worker,33,676,2,0
19738.4698,39,0.300650349,Freelancer,25,555,4,0
31348.99319,41,0.286781294,Small Merchant,25,703,5,0
28826.40379,47,0.275406286,Freelancer,56,301,5,0
24584.84644,43,0.29656134,Gig Worker,26,427,12,0
11459.17316,39,0.288480149,Freelancer,32,431,18,0
21650.62837,39,0.271282684,Freelancer,20,754,4,1
17870.59223,47,0.308181757,Freelancer,43,643,0,0
24317.27232,53,0.289147973,Small Merchant,53,651,16,0
16334.57321,30,0.265016203,Gig Worker,29,702,1,0
14819.93624,59,0.262676833,Freelancer,25,341,11,0
10000,44,0.319178332,Small Merchant,23,654,17,0
30552.63279,37,0.270147699,Gig Worker,27,558,6,1
19201.60642,87,0.295058901,Gig Worker,34,509,4,0
23100.02049,64,0.287537078,Gig Worker,31,336,18,0
21984.33318,47,0.294378992,Freelancer,58,321,15,0
14527.96247,70,0.318236272,Freelancer,25,460,11,0
13186.54562,45,0.299946322,Freelancer,40,658,18,0
14962.79412,50,0.296715414,Gig Worker,51,653,18,0
16937.82093,44,0.276062545,Freelancer,51,732,19,0
24566.24373,34,0.266708536,Gig Worker,46,737,14,0
16429.97636,74,0.328389314,Freelancer,30,846,8,0
34225.43442,83,0.279163276,Freelancer,41,584,7,0
29190.05725,81,0.277866219,Small Merchant,55,605,18,0
27658.51685,36,0.285775857,Small Merchant,42,313,6,0
21162.38768,77,0.283829102,Freelancer,56,347,18,0
32599.96515,36,0.311855524,Small Merchant,42,599,11,0
20473.96058,56,0.290792137,Gig Worker,46,541,2,0
21781.1701,54,0.253801514,Small Merchant,53,711,3,0
23189.82178,51,0.266807239,Freelancer,39,803,1,0
26912.76128,77,0.280214188,Freelancer,34,397,6,0
26458.35655,42,0.300512822,Small Merchant,23,425,2,0
18674.12305,46,0.25,Small Merchant,48,459,0,0
18269.04396,70,0.289877654,Gig Worker,59,564,11,0
26479.3207,73,0.294626256,Small Merchant,30,546,18,0
27006.65609,42,0.297647328,Gig Worker,26,484,19,0
19246.54213,55,0.278398235,Freelancer,30,766,16,0
10889.68351,38,0.300984797,Freelancer,52,601,17,0
20548.78733,34,0.263699751,Freelancer,49,744,2,0
26364.68059,68,0.298909847,Small Merchant,51,538,12,0
34637.91792,62,0.278767081,Small Merchant,59,528,4,0
13614.29426,33,0.280857712,Gig Worker,56,626,18,1
19014.00123,57,0.280635445,Gig Worker,32,590,18,0
19274.17507,55,0.293002432,Small Merchant,26,365,7,1
31490.63738,33,0.257903875,Freelancer,43,612,19,0
21755.4095,45,0.29770581,Freelancer,30,589,15,0
15648.71408,66,0.297417242,Gig Worker,50,526,4,0
25910.86698,51,0.273970335,Gig Worker,33,823,3,0
19167.53036,65,0.280049353,Small Merchant,45,474,15,0
13429.28909,67,0.262811086,Freelancer,20,520,13,0
15750.58685,87,0.256792495,Gig Worker,25,364,12,0
34138.29368,84,0.283948297,Small Merchant,50,569,19,0
24689.46455,64,0.284077451,Freelancer,31,481,7,0
22754.32039,54,0.273258744,Gig Worker,20,639,17,0
20250.74385,37,0.255004419,Freelancer,25,605,4,0
24045.04189,46,0.289141148,Gig Worker,48,415,5,1
23961.65162,90,0.272773917,Small Merchant,49,310,5,0
24045.1818,47,0.265013171,Freelancer,32,466,19,0
22803.91563,79,0.30551864,Small Merchant,49,309,16,0
28081.58837,87,0.260496905,Freelancer,31,627,15,0
22161.73042,86,0.291238352,Freelancer,29,346,4,0
15154.42815,41,0.250009233,Gig Worker,58,824,19,0
17713.03976,86,0.251275684,Small Merchant,29,677,2,0
10000,86,0.289653568,Freelancer,37,698,0,0
36187.71981,62,0.273277265,Freelancer,25,736,4,0
28039.28214,52,0.256623044,Gig Worker,27,420,2,0
16189.50653,41,0.298998708,Freelancer,39,346,15,0
20027.08605,40,0.287426298,Freelancer,35,825,15,0
17541.86468,42,0.25,Freelancer,21,788,3,0
32797.83048,64,0.299188031,Small Merchant,30,804,2,0
12060.85985,56,0.258722309,Small Merchant,43,378,11,1
22801.33241,54,0.25,Freelancer,38,666,16,0
21240.3051,69,0.263588781,Gig Worker,23,614,11,0
27787.87041,32,0.279163955,Freelancer,22,409,9,0
21271.93541,78,0.281547527,Gig Worker,34,708,1,0
10000,54,0.25,Freelancer,59,390,9,1
20242.17516,74,0.251737967,Freelancer,23,538,1,0
15194.86447,39,0.264781884,Small Merchant,36,599,16,0
22557.05683,46,0.266059649,Freelancer,28,616,4,0
32039.23926,32,0.295235977,Freelancer,44,542,1,0
10000,74,0.271733568,Small Merchant,20,378,13,0
16398.44085,51,0.2948526,Small Merchant,59,774,9,0
18131.14932,67,0.301916497,Freelancer,21,629,14,0
19328.58233,43,0.29111341,Gig Worker,52,809,4,0
27180.87965,56,0.25,Gig Worker,41,465,13,0
20785.18908,71,0.273919662,Gig Worker,31,367,17,0
24910.61908,49,0.276673884,Small Merchant,46,536,12,0
17619.58869,77,0.278911524,Small Merchant,30,527,12,0
23609.47042,47,0.25,Small Merchant,33,770,2,0
27444.58342,42,0.264718289,Freelancer,33,361,3,0
16873.90315,71,0.252755116,Gig Worker,59,434,4,0
27469.50684,35,0.261468748,Gig Worker,41,459,9,0
22366.60938,39,0.274826221,Freelancer,28,400,1,0
29318.22168,66,0.265168948,Freelancer,34,524,8,0
20590.0607,58,0.262939749,Freelancer,52,581,8,0
24668.71259,35,0.276040611,Freelancer,38,664,9,0
21715.75638,68,0.270155844,Freelancer,50,617,11,0
21326.51417,40,0.283993798,Freelancer,37,714,14,0
23812.513,77,0.271602876,Freelancer,31,777,2,0
25757.65228,54,0.25,Gig Worker,59,322,8,1
13253.04562,73,0.259378354,Gig Worker,56,482,6,0
32035.43526,73,0.273438987,Freelancer,20,599,15,0
10000,59,0.271040491,Small Merchant,53,596,3,0
17206.31523,84,0.251730355,Gig Worker,26,568,13,0
21340.1165,49,0.293531608,Small Merchant,21,579,4,0
24886.49178,87,0.286244469,Small Merchant,41,347,15,0
33033.20769,66,0.267984149,Freelancer,23,504,19,0
10000,45,0.276726185,Gig Worker,39,721,13,0
18446.1411,60,0.25856253,Gig Worker,22,619,12,0
10000,58,0.297061357,Freelancer,28,443,13,0
22221.35382,35,0.321378607,Freelancer,37,389,4,0
23901.78509,58,0.267108261,Small Merchant,35,849,18,0
33135.5702,61,0.304478647,Freelancer,28,464,16,0
22844.44333,38,0.262784156,Small Merchant,38,558,0,0
29308.17591,66,0.269360771,Small Merchant,25,410,18,0
26086.85957,82,0.308673805,Gig Worker,34,838,10,0
18953.26262,52,0.277603219,Freelancer,25,849,9,0
12137.27477,45,0.293739674,Gig Worker,24,307,3,0
23925.01609,47,0.274610782,Freelancer,48,322,16,0
11555.28588,48,0.25,Freelancer,46,708,16,0
31066.44951,73,0.326748236,Small Merchant,45,740,15,0
20865.56529,31,0.275664537,Freelancer,47,357,18,1
30366.24188,87,0.283122351,Gig Worker,51,634,19,0
18638.49896,39,0.265349446,Small Merchant,44,395,13,0
23881.9555,41,0.295602632,Freelancer,26,723,15,0
23465.442,75,0.294131726,Gig Worker,49,446,1,0
21684.69117,47,0.25,Gig Worker,50,761,7,0
18971.38341,48,0.283421992,Gig Worker,31,727,5,0
24747.19213,67,0.29754202,Small Merchant,28,654,9,0
15516.85716,66,0.304008737,Small Merchant,53,607,1,0
13533.9527,56,0.29292898,Gig Worker,22,720,18,0
30699.78825,77,0.294686749,Gig Worker,56,602,3,0
27090.17592,43,0.269198126,Gig Worker,47,825,5,0
22461.24126,74,0.255419226,Small Merchant,41,453,12,0
33655.99668,82,0.273782524,Gig Worker,45,346,0,0
20125.64137,63,0.254964692,Freelancer,38,798,4,0
31258.92254,31,0.265219378,Freelancer,40,405,6,0
23229.01859,73,0.264920454,Small Merchant,56,457,13,0
14826.74475,62,0.26118591,Freelancer,29,670,18,0
34936.28134,48,0.290645725,Gig Worker,35,544,10,0
28934.97593,89,0.259745455,Small Merchant,43,834,17,0
21152.85278,89,0.316711609,Freelancer,44,416,17,0
27090.19882,56,0.299783001,Gig Worker,45,369,5,0
19174.07596,77,0.303789875,Freelancer,20,374,5,0
27804.04325,59,0.266216875,Small Merchant,23,434,6,0
10000,36,0.284005931,Freelancer,56,437,16,0
14861.39066,56,0.259142106,Gig Worker,33,713,18,0
28854.81821,50,0.284347116,Gig Worker,43,731,4,0
20252.41123,36,0.25,Small Merchant,46,539,6,0
23452.79606,77,0.301245938,Freelancer,46,836,5,0
12572.50037,54,0.267102094,Gig Worker,43,516,16,1
34935.06897,67,0.286056897,Freelancer,59,311,18,0
30333.70751,47,0.289769483,Freelancer,20,498,11,0
20595.20347,62,0.268920719,Small Merchant,58,806,6,0
19167.129,62,0.264034781,Freelancer,32,717,11,0
29207.23053,61,0.277595845,Small Merchant,39,686,16,0
35877.29315,87,0.296059314,Small Merchant,57,433,14,0
28676.32179,54,0.277060291,Small Merchant,55,614,15,0
37202.61867,43,0.292059156,Gig Worker,31,335,0,0
15543.5407,67,0.295881831,Freelancer,24,765,10,0
16264.29219,67,0.276150942,Gig Worker,24,492,0,0
13677.41217,33,0.27774647,Small Merchant,36,688,12,1
25092.32455,73,0.282776148,Small Merchant,57,441,19,0
23229.22485,47,0.302848093,Gig Worker,29,547,16,0
20936.34214,39,0.273134368,Small Merchant,35,620,15,0
27664.8104,64,0.302755011,Small Merchant,43,823,16,0
30626.30024,64,0.285102549,Small Merchant,48,685,13,0
11320.36313,69,0.265267781,Gig Worker,33,622,4,0
17821.1958,83,0.279160123,Small Merchant,29,760,12,0
27741.00516,52,0.257587319,Small Merchant,48,622,17,0
18725.82921,54,0.253079855,Freelancer,47,569,6,0
16412.55747,30,0.292136985,Small Merchant,36,436,16,0
29129.76199,47,0.295955378,Freelancer,24,693,10,0
12973.49951,44,0.279339525,Gig Worker,21,360,16,0
19888.94135,54,0.280953627,Small Merchant,55,627,18,0
24300.50818,61,0.268464727,Gig Worker,59,467,5,0
17983.2606,82,0.283397589,Small Merchant,58,657,19,0
27482.08959,49,0.319629575,Gig Worker,28,834,17,0
18017.86117,46,0.300193934,Freelancer,55,358,9,0
31860.33645,86,0.278478853,Freelancer,24,733,0,0
21119.77592,40,0.276736213,Gig Worker,34,383,0,0
26698.89096,42,0.27247218,Small Merchant,28,547,14,0
27222.16767,54,0.251778653,Freelancer,44,795,5,0
17607.21998,49,0.270341743,Gig Worker,47,695,6,1
10000,54,0.293484636,Freelancer,46,780,9,0
24525.29028,71,0.261359635,Small Merchant,52,587,3,0
22506.01843,74,0.274398854,Freelancer,52,492,13,0
25890.78219,78,0.257636377,Small Merchant,57,737,7,0
20414.30769,60,0.295708893,Freelancer,27,799,0,0
18987.00611,82,0.254535367,Freelancer,23,451,1,0
36059.31108,30,0.291853558,Small Merchant,55,819,18,0
11693.52157,81,0.300572812,Gig Worker,50,568,9,0
27137.65335,45,0.273532483,Gig Worker,29,836,3,0
17977.78699,77,0.266261532,Small Merchant,27,456,16,0
19649.54968,57,0.289502359,Gig Worker,49,486,15,0
19780.28017,50,0.312048503,Small Merchant,33,616,4,0
16375.96008,59,0.306833551,Small Merchant,54,542,9,0
25998.56947,88,0.278524791,Gig Worker,22,837,10,0
31734.50517,32,0.262336349,Freelancer,48,383,0,0
25290.09563,63,0.275358151,Freelancer,35,495,12,0
22723.67397,35,0.25,Small Merchant,29,577,19,0
15094.91651,72,0.268885898,Small Merchant,23,434,1,0
25617.77686,58,0.289010919,Freelancer,23,677,0,0
37094.44742,32,0.272645858,Freelancer,21,417,13,0
19335.13763,87,0.267991017,Freelancer,30,325,11,0
19368.11494,62,0.278890228,Gig Worker,34,538,10,0
18072.37608,40,0.274612924,Freelancer,30,408,0,0
18574.10036,74,0.295109863,Small Merchant,42,389,13,0
10000,34,0.253464876,Small Merchant,57,681,7,0
24835.2477,79,0.290529351,Small Merchant,49,317,17,0
16081.13477,61,0.279077233,Freelancer,20,801,4,0
10728.15817,76,0.288685563,Small Merchant,52,516,2,0
27272.32965,47,0.25221796,Small Merchant,56,323,5,0
14425.8755,76,0.297660926,Freelancer,42,793,4,0
19629.31662,49,0.290860811,Gig Worker,37,672,1,0
32265.09674,81,0.31346415,Small Merchant,29,768,2,0
12135.48941,81,0.263345262,Small Merchant,36,801,3,0
11271.81236,68,0.268300478,Freelancer,26,837,0,0
23885.14333,78,0.25,Freelancer,34,629,15,0
30046.41155,90,0.263528033,Gig Worker,46,453,18,0
10979.60798,69,0.308686083,Small Merchant,28,716,7,0
24853.82816,57,0.285901257,Small Merchant,40,740,1,0
26066.99678,42,0.265472862,Freelancer,56,722,2,0
10000,55,0.282661827,Freelancer,48,336,13,0
27589.50937,45,0.278768992,Small Merchant,52,573,6,0
